"","nmz","ndz","a","c","e","g","b","x","PGS","A","e1","e2","e3","e4","e5","e6","e7","e8","Smz","Sdz"
"120",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.02,0,0.15,0.85,0.21,0.154,0.2,0.04,0.22,0.173,0.2,0.04,0.176189327688082,0.163540217047409
"121",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.04,0,0.15,0.85,0.02,0.08,0,0.08,0.04,0.08,0,0.08,0.052196442562694,0.0268982212813471
"122",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.04,0,0.15,0.85,0.06,0.103,0.04,0.08,0.08,0.107,0.04,0.08,0.079894663844041,0.0545964425626941
"123",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.04,0,0.15,0.85,0.1,0.126,0.08,0.08,0.12,0.133,0.08,0.08,0.109192885125388,0.083894663844041
"124",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.04,0,0.15,0.85,0.14,0.149,0.12,0.08,0.16,0.16,0.12,0.08,0.140091106406735,0.114792885125388
"125",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.15,0.85,0.18,0.171,0.16,0.08,0.2,0.187,0.16,0.08,0.172589327688082,0.147291106406735
"126",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.04,0,0.15,0.85,0.22,0.194,0.2,0.08,0.24,0.213,0.2,0.08,0.206687548969429,0.181389327688082
"127",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.06,0,0.15,0.85,0.03,0.12,0,0.12,0.06,0.12,0,0.12,0.079494663844041,0.0415473319220205
"128",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.06,0,0.15,0.85,0.07,0.143,0.04,0.12,0.1,0.147,0.04,0.12,0.107992885125388,0.0700455532033675
"129",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.06,0,0.15,0.85,0.11,0.166,0.08,0.12,0.14,0.173,0.08,0.12,0.138091106406735,0.100143774484715
"130",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.06,0,0.15,0.85,0.15,0.189,0.12,0.12,0.18,0.2,0.12,0.12,0.169789327688082,0.131841995766062
"131",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.15,0.85,0.19,0.211,0.16,0.12,0.22,0.227,0.16,0.12,0.203087548969429,0.165140217047409
