"","nmz","ndz","a","c","e","g","b","x","PGS","A","p1","p2","p3","p4","p5","p6","p7","p8","Smz","Sdz"
"133",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.08,0,0.15,0.85,0.808,0.995,0.05,0.939,0.829,0.981,0.05,0.796,0.107592885125388,0.056996442562694
"134",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.08,0,0.15,0.85,0.974,0.999,0.133,0.935,0.968,0.997,0.097,0.786,0.136891106406735,0.0862946638440413
"135",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.08,0,0.15,0.85,0.999,1,0.372,0.93,0.997,1,0.238,0.776,0.167789327688082,0.117192885125388
"136",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.08,0,0.15,0.85,1,1,0.674,0.925,1,1,0.452,0.765,0.200287548969429,0.149691106406735
"137",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.08,0,0.15,0.85,1,1,0.885,0.92,1,1,0.674,0.754,0.234385770250776,0.183789327688082
"138",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.08,0,0.15,0.85,1,1,0.973,0.914,1,1,0.842,0.742,0.270083991532123,0.219487548969429
"139",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.946,1,0.05,0.992,0.954,0.999,0.05,0.933,0.136491106406735,0.0732455532033677
"140",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.1,0,0.15,0.85,0.996,1,0.13,0.991,0.995,1,0.096,0.927,0.166589327688082,0.103343774484715
"141",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.15,0.85,1,1,0.364,0.99,1,1,0.234,0.921,0.198287548969429,0.135041995766061
"142",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.15,0.85,1,1,0.663,0.988,1,1,0.443,0.914,0.231585770250776,0.168340217047409
"143",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.15,0.85,1,1,0.878,0.987,1,1,0.663,0.907,0.266483991532123,0.203238438328756
"144",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,1,1,0.97,0.985,1,1,0.833,0.899,0.30298221281347,0.239736659610103
